[13.7%]	('8',)
[0.6%]	('480', '8')
[0.6%]	('438', '489')
[0.6%]	('368', '474')
[0.6%]	('15', '450')
[0.6%]	('283', '11')
[0.6%]	('12', '343')
[0.6%]	('239', '10')
[0.6%]	('140', '217')
[0.6%]	('14', '470')
[0.6%]	('8', '443')
[0.6%]	('21', '9')
[0.6%]	('368', '18')
[0.6%]	('548', '217')
[0.6%]	('218',)
[0.6%]	('427', '529')
[0.6%]	('182',)
[0.6%]	('8', '334')
[0.6%]	('15', '120')
[0.6%]	('10', '266')
[0.6%]	('161', '8')
[0.6%]	('489', '450')
[0.5%]	('55', '10')
[0.5%]	('145', '21')
[0.5%]	('593', '12')
[0.5%]	('322', '529')
[0.5%]	('14', '510')
[0.5%]	('8', '229')
[0.5%]	('368', '4')
[0.5%]	('368', '472')
[0.5%]	('152',)
[0.5%]	('8', '296')
[0.5%]	('115', '217')
[0.5%]	('205', '120')
[0.5%]	('23',)
[0.5%]	('120', '7')
[0.5%]	('368', '443')
[0.5%]	('10', '296')
[0.5%]	('368', '540')
[0.5%]	('110', '21')
[0.5%]	('13', '21')
[0.5%]	('222',)
[0.5%]	('381', '9')
[0.5%]	('368', '296')
[0.5%]	('15', '510')
[0.5%]	('259', '12')
[0.5%]	('18', '529')
[0.5%]	('183', '368')
[0.5%]	('13', '326')
[0.5%]	('140', '11')
[0.5%]	('529', '294')
[0.5%]	('354', '11')
[0.5%]	('151', '450')
[0.5%]	('556',)
[0.5%]	('279', '10')
[0.5%]	('561', '529')
[0.5%]	('368', '275')
[0.5%]	('279', '13')
[0.5%]	('381', '217')
[0.5%]	('217', '275')
[0.5%]	('373', '477')
[0.5%]	('73', '205')
[0.5%]	('326', '9')
[0.5%]	('548', '9')
[0.5%]	('196', '529')
[0.5%]	('477', '15')
[0.5%]	('489', '9')
[0.5%]	('529', '443')
[0.5%]	('578', '8')
[0.5%]	('239', '14')
[0.5%]	('326', '204')
[0.5%]	('71', '11')
[0.5%]	('196', '368')
[0.5%]	('12', '227')
[0.5%]	('145', '72')
[0.5%]	('466',)
[0.5%]	('196', '8')
[0.5%]	('217', '71')
[0.5%]	('205', '275')
[0.5%]	('217', '177')
[0.5%]	('110', '280')
[0.5%]	('460', '11')
[0.5%]	('494', '529')
[0.5%]	('10', '443')
[0.5%]	('167',)
[0.5%]	('409',)
[0.5%]	('480', '11')
[0.5%]	('145', '419')
[0.5%]	('373', '217')
[0.5%]	('368', '43')
[0.5%]	('8', '71')
[0.5%]	('129', '368')
[0.5%]	('72', '73')
[0.5%]	('70', '368')
[0.5%]	('368', '467')
[0.5%]	('450', '9')
[0.5%]	('54', '529')
[0.5%]	('326', '21')
[0.5%]	('438', '236')
[0.5%]	('183', '10')
[0.5%]	('438', '354')
[0.5%]	('16', '529')
[0.5%]	('15', '205')
[0.5%]	('12', '266')
[0.5%]	('593', '8')
[0.5%]	('480', '529')
[0.5%]	('523', '12')
[0.5%]	('548', '470')
[0.5%]	('326', '15')
[0.5%]	('12', '294')
[0.5%]	('529', '75')
[0.5%]	('8', '474')
[0.5%]	('93', '10')
[0.5%]	('236', '11')
[0.5%]	('145', '489')
[0.5%]	('368', '175')
[0.5%]	('145', '474')
[0.5%]	('276', '8')
[0.5%]	('388',)
[0.5%]	('140', '9')
[0.5%]	('110', '205')
[0.5%]	('183', '8')
[0.5%]	('368', '343')
[0.5%]	('151', '11')
[0.5%]	('368', '54')
[0.5%]	('373', '73')
[0.5%]	('477', '205')
[0.5%]	('10', '43')
[0.5%]	('541', '368')
[0.5%]	('145', '510')
[0.5%]	('405', '12')
[0.5%]	('196', '11')
[0.5%]	('326', '597')
[0.5%]	('541', '8')
[0.5%]	('145', '110')
[0.5%]	('151', '529')
[0.5%]	('45', '8')
[0.5%]	('523', '368')
[0.5%]	('489', '14')
[0.5%]	('405', '368')
[0.5%]	('56',)
[0.5%]	('282',)
[0.5%]	('12', '159')
[0.5%]	('550', '10')
[0.5%]	('125', '529')
[0.5%]	('55', '12')
[0.5%]	('13', '548')
[0.5%]	('362', '9')
[0.5%]	('529', '472')
[0.5%]	('450', '217')
[0.5%]	('73', '510')
[0.5%]	('10', '70')
[0.5%]	('477', '9')
[0.5%]	('229', '11')
[0.5%]	('10', '354')
[0.5%]	('77',)
[0.5%]	('331',)
[0.5%]	('422', '529')
[0.5%]	('12', '125')
[0.5%]	('8', '11')
[0.5%]	('13', '177')
[0.5%]	('529', '4')
[0.5%]	('597', '140')
[0.5%]	('229', '217')
[0.5%]	('419', '120')
[0.5%]	('15', '73')
[0.5%]	('14', '73')
[0.5%]	('259', '8')
[0.5%]	('368', '471')
[0.5%]	('10', '227')
[0.5%]	('529', '177')
[0.5%]	('427', '217')
[0.5%]	('427', '8')
[0.5%]	('377', '450')
[0.5%]	('8', '540')
[0.5%]	('422', '12')
[0.5%]	('13', '362')
[0.5%]	('12', '440')
[0.5%]	('529', '71')
[0.5%]	('12', '11')
[0.5%]	('12', '198')
[0.5%]	('12', '69')
[0.5%]	('129', '529')
[0.5%]	('368', '334')
[0.5%]	('111', '12')
[0.5%]	('204', '217')
[0.5%]	('305',)
[0.5%]	('145', '239')
[0.5%]	('9', '177')
[0.5%]	('13', '381')
[0.5%]	('529', '522')
[0.5%]	('373', '13')
[0.5%]	('229', '529')
[0.5%]	('14', '12')
[0.5%]	('541', '11')
[0.5%]	('548', '177')
[0.5%]	('17', '529')
[0.5%]	('259', '368')
[0.5%]	('597', '283')
[0.5%]	('489', '217')
[0.5%]	('362', '470')
